,bathrooms,bedrooms,latitude,listing_id,longitude,price,created,building_id,description,display_address,features,manager_id,street_address,interest_level
101534,2,2,40.7468,6832372,-73.9903,7460,4,abe38f14b2bef7277160e93b51badc6e,Located between Manhattan's Chelsea and NoMad neighborhoods Beatrice is a sleek tower perched atop the Eventi Hotel offering exquisite apartments starting on the 26th floor. With gracious layouts ultra-luxurious interior appointments and iconic river and city views through expansive walls of windows Beatrice represents a new level of sophisticated city living. Amenities include a 24-hour concierge fitness center yoga studio and an exclusive Cloud Lounge and sun deck. Residents will also enjoy on-site hotel amenities including farm-to-table restaurant Humphrey and a dynamic urban park space featuring seasonal art installations and events.Contact Jordan (151-293-3086 or kagglemanager@renthop.com<a website_redacted ,West 29th Street,[Doorman Fitness Center],b885be05f0ac1945ffd35f5d37748724,105 West 29th Street,low
101538,2,3,40.7518,6920348,-73.9944,6023,4,d4f23121dc558fba3efe1479257b664e,- 24/7 Doorman and Concierge State of the Art Fitness Center Resident Lounge and Rooftop Deck w/ wifi Access Billiards Room Bike Room On-site Valet Service Laundry Room and Parking Garage.- Spacious Three Bedroom Conversion Ample Closet,West 33rd Street,[Roof Deck Doorman Elevator Fitness Center Laundry in Building Laundry in Unit High Speed Internet Dishwasher Hardwood Floors No Fee Dogs Allowed Cats Allowed],2e012825c5cd20377ff04d932b4c9f79,315 West 33rd Street,low
10154,1,2,40.8035,7157355,-73.9663,3200,6,eee74d7fbe6e30dc3f0cfeef01676435,ACTUAL APT. PHOTOS - IN UNIT LAUNDRY Bond New York is a real estate broker that supports equal housing opportunity.<a website_redacted ,W 109 Street,[Laundry In Unit ACTUAL APT. PHOTOS],6258f603d2df9463fd6de58f75f20cbb,251 W 109 Street,low
101540,1,0,40.887,6938470,-73.9088,1495,4,5e4ab436aa1650631b0e1a961609637b,BRAND NEW studio apartment. Gourmet kitchen equipped with custom cabinets stainless steel appliances including dishwasher and microwave. Bright quiet hardwood floors and high ceilings.<a website_redacted ,Oxford Avenue,[Elevator Hardwood Floors Dogs Allowed Cats Allowed],18b801a90df27a4ea2452b1321a541ab,3615 Oxford Avenue,medium
101542,1,1,40.7279,6846449,-73.9829,2895,4,0,Beautiful Brand New Renovations!One bedroom in awesome E. Greenwich Village area. Granite countertops full-sized stainless steel appliances dishwasher and breakfast bar. Recessed lighting and tons of natural light streaming into the unit. Hardwood floors throughout renovated marble bathroom closets in living area and bedroom. Large windows freshly painted high ceilings. In a very hip area packed with great restaurants and bars. For an immediate response and to schedule a private viewing of this unit please call text or e-mail Jahma today. ,East 10th Street,[Pre-War Dogs Allowed Cats Allowed],ea93653765d7b25f2068357b08508669,284 East 10th Street,low
101544,1,1,40.7637,6832557,-73.9937,2095,4,81ba61d73ef11e3078f37c555d4c552c,<a website_redacted ,West 48th Street,[Elevator Hardwood Floors],5239c98c3c2228c0369842750684054d,514 West 48th Street,low
101546,1,1,40.7634,6912847,-73.9638,3875,4,607b649dc7d022357d0145482288a0b1,Presenting our newest 1 bedroom 1 bathroom Lexington ave unit. Located in the mid 60's with fantastic exposure to all transportation this unit has hardwood through out a stainless steel open concept kitchen with granite counter tops and a beautiful marble tiled bathroom. Contact me to schedule a viewing Brandon Reese-Nelson kagglemanager@renthop.com 573-672-6199.<a website_redacted ,East 63rd Street,[Doorman Elevator Fitness Center Pre-War Laundry in Building],636e7de4b5bcbfaa484a88a470c7ca4c,220 East 63rd Street,low
101548,1,1,40.7243,6833354,-74.0103,5395,4,ab2d28a86c3a6908b806d8a1824eeb56,1 Bedroom / 1 Bathroom apartment with eastern exposure overlooking the stunning landscaped courtyard. Apartment features a loft style living space with an open kitchen equipped with top-of-the-line appliances great closet space and full capacity washer/dryer. BUILDING AMENITIESBike RoomChildren's PlayroomCold StorageConciergeGarage ParkingGymLaundry in BuildingGreen BuildingMedia RoomPackage RoomParking AvailableSmoke-freeStorage AvailableLISTING AMENITIESWaterfrontOUTDOOR SPACEGardenPatioRoof DeckFor More Information and Private Showing's Please Contact Chris:Phone: 137-770-6997Email: kagglemanager@renthop.com<a website_redacted ,Washington Street,[Roof Deck Doorman Elevator Fitness Center Laundry in Unit Dishwasher Hardwood Floors New Construction Dogs Allowed Cats Allowed],331b0344fb543f42f3b75c60dbe1228a,456 Washington Street,low
101553,1,1,40.7364,6867330,-73.9809,2695,4,0a4c8baf64010a94487d47a8573d5b65,NO FEE!! SORTH FACING ---- KING SIZE 1-BR ----WALK IN CLOSET--- SS KITCHEN----ASAPSOUTH FACING!! CHARMING MID-RISE ELEVATOR BUILDING WITH LAUNDRY ON-SITE SUPER AVAILABLE 24/7!! GREAT EXPOSURE RECEIVES GREAT LIGHT. SEPARATE KITCHEN WILL GET BRAND NEW STAINLESS STEEL APPLIANCES INCLUDING DISHWASHER HUGE LIVING SPACE (25 FT LONG) KING SIZE BEDROOM WILL FIT A WHOLE KING BEDROOM SET plus 1- HUGE WALK-IN CLOSET & 1- DOUBLE DOOR CLOSET. (tons of closets space 5-6 closet in total) TENANT JUST MOVED- SPACE IS BEING CLEANED AND PAINTED READY TO MOVE IMMEDIATELY. PHOTOS FROM COMPARABLE UNIT IN THE BUILDING.FOR VIEWING CALL/TEXT ME NATHAN 500-405-7922<a website_redacted ,East 21st Street,[No Fee Elevator Laundry in Building Dishwasher Hardwood Floors],38d72c692c25ba828c02963a9b17fc72,315 East 21st Street,high
101555,2,2,40.7638,6842206,-73.994,3950,4,8883f68d1dbad4d5aa32c70cb277714d,ACTUAL APT. PHOTOS - Doorman - Elevator - Laundry Bond New York is a real estate broker that supports equal housing opportunity.<a website_redacted ,W 48 Street,[Cats Allowed Dogs Allowed Doorman Elevator Laundry In Building ACTUAL APT. PHOTOS],6258f603d2df9463fd6de58f75f20cbb,520 W 48 Street,medium
101556,1,1,40.764,6938445,-73.9819,3450,4,b5eb2f77d7ab27593ae6caa840fd8d2e,1 bedroom big apartmentvery bright and nice big windows hardwood floorsopen concept living-dinning areafull kitchennew renovated full bathroom with tuba lot of closets and storage space.midtown west with a lot of restaurants bars and shops the best grocery's in the area 2 min from subway station 57th street5 min a away from Broadway restaurant Row and Time square2 min a way from legendary Central Park and 5th Avenue (shopping district).As a long time resident of Midtown West I am an expert in the neighborhood and I have access to the most beautiful apartments. Call or email today so we can find your new home<a website_redacted ,West 54th Street,[Doorman Elevator Laundry in Building New Construction],13ddb55a3a9d896b4bcdd538ee0ec067,205 West 54th Street,low
10156,1,3,40.7605,7091162,-73.9678,3900,6,d876f52470ecafaf62629e75349d439d,SPECTACULAR FLEX 3 BEDROOM APARTMENT IN LUXURY 24HR DOORMAN BUILDING NEW TO THE MARKET. LOCATED IN THE HEART OF MIDTOWN EASY ACCESS TO ALL SUBWAYS THE APARTMENT HAS A LARGE SPACIOUS LIVING ROOM KITCHEN INCLUDES STAINLESS STEEL UPDATED APPLIANCES / FINISHES. TONS OF CLOSET SPACE MINT HARDWOOD FLOORS THROUGHOUT HUGE WINDOWS THAT BRING IN A TON OF NATURAL LIGHT. ***LOW FEE*******LOW FEE UNIT****FOR PRIVATE VIEWING PLEASE CALL OR TEXT PERRY @ 810-488-3008 OR EMAIL kagglemanager@renthop.com THIS WILL NOT LAST!!<a website_redacted ,East 57th Street,[Dining Room Doorman Elevator Hardwood Floors No Fee Dogs Allowed Cats Allowed],eb5a6c4c2eb6f3e2a085c477afd5a815,157 East 57th Street,low
101561,1,0,40.7716,6922749,-73.9506,2700,4,f115a9bff3a9c4e6eedc9114374b3d74,100% NO FEE!!! COME VIEW THIS LARGE SUN SOAKED AND NEWLY RENOVATED PENTHOUSE STUDIO WITH A HOME OFFICE. THIS UNIT OFFERS TONS OF NATURAL LIGHT AND BRAND NEW STAINLESS STEEL PASS THRU KITCHEN WITH GRANITE COUNTERS OFFICE SPACE LITTERED WITH CLOSETS AND A LARGE MARBLE BATH.tHE BUILDING OFFERS 24 HOUR DOORMAN SERVICE AND A WELL MAINTAINED AND BEAUTIFUL LOBBY. STEPS FROM THE 456 TRAINS AND THE M 79 CROSS TOWN BUS.CALL TODAY TO SCHEDULE YOUR VIEWING!!!!! THIS WILL NOT LAST!!!IMANI kagglemanager@renthop.com<a website_redacted ,East 79th Street,[Elevator Dishwasher Hardwood Floors No Fee],9f39caedae295bf81e67463e6fd0af40,435 East 79th Street,low
101562,1,1,40.7845,6920062,-73.9503,2800,4,82add339ac22b95563b3ad8395f1ab9c,Here's a great opportunity to get a one-month free apt in this competitive market.This is an excellent deal. It's a recently renovated doorman spacious 1 bedroom plus the Upper East Side area is terrific. I recommend you schedule a viewing immediately.There's a den and dining room for additional living space. High ceilings contribute to the apartment's lovely character.The unit has onsite laundry.The apartment's kitchen has granite countertops. You'll find plenty of storage and stainless steel appliances.The bedroom has hardwood flooring. You should fit a queen bed in the well sized bedroom.Inside the bathroom there are marble finishes and good storage.This is a great opportunity to rent in a building that's loved by tenants. The full amenity list includes: bike storage a live-in super a 24-hour doorman and a roof deck.Contact me anytime. Let's make sure you're the first to visit this apartment.Call 010-607-0491 to schedule an appointment or email kagglemanager@renthop.com<a website_redacted ,East 95th Street,[Roof Deck Doorman Elevator Laundry in Building Dishwasher Hardwood Floors],9d32b720e26a351b951c8f78f72f2fec,182 East 95th Street,low
101566,2,2,40.7327,6840735,-73.8638,3250,4,97012980cc3e6869a5f46a683844166b,*Top Producing Agent For 5 consecutive years Ask for Testimonials or References.For a limited time we are offering ONE FREE MONTH on a 12 month lease and NO BROKER FEE. Take advantage of winter incentives before its too late dont say i didnt warn you.An additional $500 move in bonus is being offered to new residents as a welcome gift.DONT MISS OUT ON THIS GREAT OFFER!Studio's Starting From- $2050 (Ltd quantity)1BR'S Starting From- $2375 (Ltd quantity)2BR's Starting From- $2975 (Ltd quantity)BRAND NEW LUXURY BUILDING LEED designed energy-efficient 27-story towerThe spacious residences offer an array of well-designed layouts. Fresh and fabulously finished each home features :9 foot ABOVE ceilingsCustom BLINDSIndividual climate controlWhite OAK flooringModern soft close cabinetryContemporary kitchensWhirlpool STAINLESS STEEL appliancesCaesarstone quartz countertopsItalian PORCELAIN tile bath and kitchen floorsIn-unit Bosch W/D (excluding studios)Expansive windows offering BREATH TAKING of Queens and the Manhattan skylinePlenty of storage spaceBuilding Amenities includeOn-site PARKING24 hour conciergeExtra storage units24 hour maintenanceModern FITNESS CENTER complete with cardio machines weight training equipment free weights and an outdoor landscaped YOGA lawnModern GAME ROOM featuring free Wi-Fi billiards flat screen tvs videogaming systemsOutdoor barbecue area with 4 Professional GRILLSLOUNGE area complete with fireplace kitchen Flat screen LibraryLandscaped ROOF TERRACE with cabanas and outdoor showersInteractive outdoor water playgroundIndoor and outdoor children's play areaExperience a new unparalleled level of luxury in Rego Park in the neighborhood's newest residential building. Soaring over bustling Rego Center this magnificent 27 storey tower places you in the center of Central Queens. Residents will enjoy the area's Convenient access to transportation located just a 2 minute walk away from the 63rd Dr M/R train station placing you a quick train ride away from Manhattan and all of Queens! Residents can also take advantage of the nearby buses LIRR trains LIE Long Island Expressway and BQE Brooklyn Queens ExpresswayEasy access to major shopping hubs Rego Park Center Mall Queens Center Mall and Forest Hill's coveted Austin Street!Easy access to great attractions like the Queens Museum Queens Library Corona Park Flushing Meadow Zoo Citi Field Arthur Ash Stadium and much more!Now accepting applications. Simple and quick approval process.For a private showing please contact me 24/7 and I'd be more than happy to accomodateany questions you might have.*prices reflect the net effective rent on a 12 month lease with one free month and no broker fee.all prices are subject to change and quantity is limited.,Junction Blvd- NO FEE!!,[Common Outdoor Space Laundry In Unit Cats Allowed Dogs Allowed No Fee Doorman Elevator Fitness Center Laundry In Building Underground Parking Roof Deck with real grass High Speed Internet Dishwasher Hardwood Floors Wheelchair Access New Construction Rent Stabalized Billiards Lounge Outdoor BBQs Leed Certified 24HR Doorman Convinient to all major transportation Outstanding Shopping],5697207731beb6841e753b2fd9e1437b,61-55 JUNCTION BLVD,low
101567,1,1,40.7105,6822384,-74.0134,3450,4,11e1dec9d14b1a9e528386a2504b3afc,This 1 bedroom consists of traditional white and glass cabinetry marble bathroom soaring ceilings and massive windows for natural light.This building is a perfect location for a stroll along the New York Harbor. All of your dining and shopping needs are very close by. Walking distance to subways and buses.Amenities include:24 hour concierge on-site valet on-site parking health club laundry room on every floor full-service business center and beautiful views of the Statue of Liberty and New York Harbor on the sundeck.Contact me today for a private viewing!!!!,West Street,[Common Outdoor Space Cats Allowed Dogs Allowed Doorman Elevator Fitness Center Laundry In Building],045f9f5708f6896535892b85a81d8151,1 West Street,low
101568,1,2,40.7599,6861218,-73.9908,2995,4,2770f800ce92fcc0696f365187dfd418,EXCELLENT SHARE | Must See- Brand new two bedroom apartment- Gourmet kitchen equipped with custom cabinetry- Caesarstone counter-tops- Stainless steel appliances including dishwasher and microwave- Large clean white tile bathroom - Very bright and quiet- High ceiling - Hardwood floorsIn addition to this apartment I have access to HUNDREDS of exclusive listings through BOLD New York. I also have great relationships with many landlords in the city small and large. As a renter myself I understand how difficult it can be to find an apartment in NYC. My aim is to streamline the process for you and make things easier so that you're able find your new home quickly with minimal stress.<a website_redacted ,West 45th Street,[Dishwasher Hardwood Floors Dogs Allowed Cats Allowed],d3b4ad3b4de64390657f4be37935c435,358 West 45th Street,low
101569,2,2,40.7647,6920690,-73.9826,4795,4,0,STUNNING KING-SIZED 2BR UNIT - FEW STEPS TO CENTRAL PARK.FOR MORE INFORMATION OR TO SCHEDULE AN APPOINTMENT CONTACT ME @ 559-838-9677. IF THAT'S NOT WHAT YOU ARE LOOKING FOR EMAIL ME AT kagglemanager@renthop.com AND I WILL SENT YOU ALL OPTIONS WITHIN YOUR BUDGET.BUYING SELLING OR RENTING AN APARTMENT IN NYC IS A VERY EASY PROCESS WHEN YOU WORK WITH THE RIGHT BROKER - CHECK MY REFERENCES ON LINKEDIN AND YELP FOR MORE DETAILS<a website_redacted ,West 55th Street,[Roof Deck Dining Room Doorman Elevator Fitness Center Laundry in Building Dishwasher Hardwood Floors Dogs Allowed Cats Allowed],45f07531f4deec59070ad9e1bbfe44a1,230 West 55th Street,low
